study,request_id,prompt,answer
KlarBRIEF70,KlarBRIEF70_9,"# Task description 
Below you will see a sample of text that was shown to participants in a social science study. Your task is to guess who authored the study.
- Make FIVE guesses about possible authors of the study.
- Write each author's first and last names only (no initials, titles, etc)
- If you don't know, make your best guess. You will be graded as correct if any of the study's true authors match any of your guesses. DO NOT say ""I don't know"", or write placeholder answers like ""John Doe"".
- Provide your each answer wrapped in `author` tags, like this: <author>firstname lastname</author>

# Study text


How would you feel if you had a son or daughter who married someone who votes for the Democratic Party but who RARELY talks about politics? Would you feel unhappy or happy?

1. Very unhappy 
2. Somewhat unhappy 
3. Neither unhappy nor happy
4. Somewhat happy
5. Very happy
Scale: 1 (Very unhappy) to 5 (Very happy)","<author>John Hibbing</author>
<author>Marc Hetherington</author>
<author>Shanto Iyengar</author>
<author>Donald Green</author>
<author>Paul Sniderman</author>"
Mezzapelle1439,Mezzapelle1439_0,"# Task description 
Below you will see a sample of text that was shown to participants in a social science study. Your task is to guess who authored the study.
- Make FIVE guesses about possible authors of the study.
- Write each author's first and last names only (no initials, titles, etc)
- If you don't know, make your best guess. You will be graded as correct if any of the study's true authors match any of your guesses. DO NOT say ""I don't know"", or write placeholder answers like ""John Doe"".
- Provide your each answer wrapped in `author` tags, like this: <author>firstname lastname</author>

# Study text
We are interested in how people who have work experience think about claims of workplace sexual harassment. We’ll ask you to read a sexual harassment incident report filed by an employee; the report you’ll read may be partially redacted. We’ll then ask you a few questions about what you read. Please read all materials carefully!
 
 There will be a slight delay of the “Continue” button on the next screen. We appreciate you carefully reading the incident report.

Human Resources Sexual Harassment Incident Report 
Claimant Name: Michelle [Redacted]
Department: Sales
Date Hired: 06/12/2017

In accordance with the Equal Employment Opportunity Commission guidelines for reporting sexual harassment and other acts of workplace incivility, please provide the following demographic information about yourself.

Ethnicity (please select one):
Hispanic/Latino/Latina 
Non-Hispanic/Latino/Latina (selected)

Race (please select all that apply):
African American/Black Asian/Asian American (selected)
Middle Eastern
Native American
Pacific Islander
White
Other; please specify:

Gender (please select one):
Cisgender man
Cisgender woman
Transgender man
Transgender woman (selected)
Nonbinary

Age: 31
Accused Party Name(s): John [Redacted]
Claimant's Statement:
I am making a report today about John [Redacted] who has been repeatedly making me feel uncomfortable lately. I don't know John that well, but sometimes if we're in the same area at work we'll talk about what we're working on or how our days are going, just normal things that you might talk to a coworker about. However, recently John's behavior towards me has made me very uncomfortable whenever he and I have interacted. For example, he has been [Redacted]
This is inappropriate, especially for the workplace, and I feel like it has been negatively affecting my work. I think [Redacted]
If Michelle sought financial compensation through litigation for the harassment she reported, I would be likely to find in favor of Michelle.
Scale: 1 (Strongly disagree) to 7 (Strongly agree)","<author>Jennifer Berdahl</author>
<author>Louise Fitzgerald</author>
<author>Frank Dobbin</author>
<author>Carrie Leana</author>
<author>Barbara Gutek</author>"
Mezzapelle1439,Mezzapelle1439_1,"# Task description 
Below you will see a sample of text that was shown to participants in a social science study. Your task is to guess who authored the study.
- Make FIVE guesses about possible authors of the study.
- Write each author's first and last names only (no initials, titles, etc)
- If you don't know, make your best guess. You will be graded as correct if any of the study's true authors match any of your guesses. DO NOT say ""I don't know"", or write placeholder answers like ""John Doe"".
- Provide your each answer wrapped in `author` tags, like this: <author>firstname lastname</author>

# Study text
We are interested in how people who have work experience think about claims of workplace sexual harassment. We’ll ask you to read a sexual harassment incident report filed by an employee; the report you’ll read may be partially redacted. We’ll then ask you a few questions about what you read. Please read all materials carefully!
 
 There will be a slight delay of the “Continue” button on the next screen. We appreciate you carefully reading the incident report.

Human Resources Sexual Harassment Incident Report 
Claimant Name: Michelle [Redacted]
Department: Sales
Date Hired: 06/12/2017

In accordance with the Equal Employment Opportunity Commission guidelines for reporting sexual harassment and other acts of workplace incivility, please provide the following demographic information about yourself.

Ethnicity (please select one):
Hispanic/Latino/Latina 
Non-Hispanic/Latino/Latina (selected)

Race (please select all that apply):
African American/Black Asian/Asian American
Middle Eastern
Native American
Pacific Islander
White (selected)
Other; please specify:

Gender (please select one):
Cisgender man
Cisgender woman
Transgender man
Transgender woman (selected)
Nonbinary

Age: 31
Accused Party Name(s): John [Redacted]
Claimant's Statement:
I am making a report today about John [Redacted] who has been repeatedly making me feel uncomfortable lately. I don't know John that well, but sometimes if we're in the same area at work we'll talk about what we're working on or how our days are going, just normal things that you might talk to a coworker about. However, recently John's behavior towards me has made me very uncomfortable whenever he and I have interacted. For example, he has been [Redacted]
This is inappropriate, especially for the workplace, and I feel like it has been negatively affecting my work. I think [Redacted]
I believe that this experience has caused Michelle harm.
Scale: 1 (Strongly disagree) to 7 (Strongly agree)","<author>Mary Barreto</author>
<author>Victoria Banyard</author>
<author>Laura Niemi</author>
<author>Katherine Starzyk</author>
<author>John Pryor</author>"
Mezzapelle1439,Mezzapelle1439_2,"# Task description 
Below you will see a sample of text that was shown to participants in a social science study. Your task is to guess who authored the study.
- Make FIVE guesses about possible authors of the study.
- Write each author's first and last names only (no initials, titles, etc)
- If you don't know, make your best guess. You will be graded as correct if any of the study's true authors match any of your guesses. DO NOT say ""I don't know"", or write placeholder answers like ""John Doe"".
- Provide your each answer wrapped in `author` tags, like this: <author>firstname lastname</author>

# Study text
We are interested in how people who have work experience think about claims of workplace sexual harassment. We’ll ask you to read a sexual harassment incident report filed by an employee; the report you’ll read may be partially redacted. We’ll then ask you a few questions about what you read. Please read all materials carefully!
 
 There will be a slight delay of the “Continue” button on the next screen. We appreciate you carefully reading the incident report.

Human Resources Sexual Harassment Incident Report 
Claimant Name: Michelle [Redacted]
Department: Sales
Date Hired: 06/12/2017

In accordance with the Equal Employment Opportunity Commission guidelines for reporting sexual harassment and other acts of workplace incivility, please provide the following demographic information about yourself.

Ethnicity (please select one):
Hispanic/Latino/Latina 
Non-Hispanic/Latino/Latina (selected)

Race (please select all that apply):
African American/Black Asian/Asian American
Middle Eastern
Native American
Pacific Islander
White (selected)
Other; please specify:

Gender (please select one):
Cisgender man
Cisgender woman (selected)
Transgender man
Transgender woman
Nonbinary

Age: 31
Accused Party Name(s): John [Redacted]
Claimant's Statement:
I am making a report today about John [Redacted] who has been repeatedly making me feel uncomfortable lately. I don't know John that well, but sometimes if we're in the same area at work we'll talk about what we're working on or how our days are going, just normal things that you might talk to a coworker about. However, recently John's behavior towards me has made me very uncomfortable whenever he and I have interacted. For example, he has been [Redacted]
This is inappropriate, especially for the workplace, and I feel like it has been negatively affecting my work. I think [Redacted]
If Michelle sought financial compensation through litigation for the harassment she reported, I would be likely to find in favor of Michelle.
Scale: 1 (Strongly disagree) to 7 (Strongly agree)","<author>Jennifer Berdahl</author>
<author>Lilia Cortina</author>
<author>Louise Fitzgerald</author>
<author>Jenny Hoobler</author>
<author>Leora Eisenstadt</author>"
Mezzapelle1439,Mezzapelle1439_3,"# Task description 
Below you will see a sample of text that was shown to participants in a social science study. Your task is to guess who authored the study.
- Make FIVE guesses about possible authors of the study.
- Write each author's first and last names only (no initials, titles, etc)
- If you don't know, make your best guess. You will be graded as correct if any of the study's true authors match any of your guesses. DO NOT say ""I don't know"", or write placeholder answers like ""John Doe"".
- Provide your each answer wrapped in `author` tags, like this: <author>firstname lastname</author>

# Study text
We are interested in how people who have work experience think about claims of workplace sexual harassment. We’ll ask you to read a sexual harassment incident report filed by an employee; the report you’ll read may be partially redacted. We’ll then ask you a few questions about what you read. Please read all materials carefully!
 
 There will be a slight delay of the “Continue” button on the next screen. We appreciate you carefully reading the incident report.

Human Resources Sexual Harassment Incident Report 
Claimant Name: Michelle [Redacted]
Department: Sales
Date Hired: 06/12/2017

In accordance with the Equal Employment Opportunity Commission guidelines for reporting sexual harassment and other acts of workplace incivility, please provide the following demographic information about yourself.

Ethnicity (please select one):
Hispanic/Latino/Latina 
Non-Hispanic/Latino/Latina (selected)

Race (please select all that apply):
African American/Black Asian/Asian American
Middle Eastern
Native American
Pacific Islander
White (selected)
Other; please specify:

Gender (please select one):
Cisgender man
Cisgender woman (selected)
Transgender man
Transgender woman
Nonbinary

Age: 31
Accused Party Name(s): John [Redacted]
Claimant's Statement:
I am making a report today about John [Redacted] who has been repeatedly making me feel uncomfortable lately. I don't know John that well, but sometimes if we're in the same area at work we'll talk about what we're working on or how our days are going, just normal things that you might talk to a coworker about. However, recently John's behavior towards me has made me very uncomfortable whenever he and I have interacted. For example, he has been [Redacted]
This is inappropriate, especially for the workplace, and I feel like it has been negatively affecting my work. I think [Redacted]
I believe that this experience has caused Michelle harm.
Scale: 1 (Strongly disagree) to 7 (Strongly agree)","<author>Jennifer Berdahl</author>
<author>Juliane Degner</author>
<author>Gretchen M. Spreitzer</author>
<author>Jenny Hoobler</author>
<author>Sabine Sczesny</author>"
Mezzapelle1439,Mezzapelle1439_4,"# Task description 
Below you will see a sample of text that was shown to participants in a social science study. Your task is to guess who authored the study.
- Make FIVE guesses about possible authors of the study.
- Write each author's first and last names only (no initials, titles, etc)
- If you don't know, make your best guess. You will be graded as correct if any of the study's true authors match any of your guesses. DO NOT say ""I don't know"", or write placeholder answers like ""John Doe"".
- Provide your each answer wrapped in `author` tags, like this: <author>firstname lastname</author>

# Study text
We are interested in how people who have work experience think about claims of workplace sexual harassment. We’ll ask you to read a sexual harassment incident report filed by an employee; the report you’ll read may be partially redacted. We’ll then ask you a few questions about what you read. Please read all materials carefully!
 
 There will be a slight delay of the “Continue” button on the next screen. We appreciate you carefully reading the incident report.

Human Resources Sexual Harassment Incident Report 
Claimant Name: Michelle [Redacted]
Department: Sales
Date Hired: 06/12/2017

In accordance with the Equal Employment Opportunity Commission guidelines for reporting sexual harassment and other acts of workplace incivility, please provide the following demographic information about yourself.

Ethnicity (please select one):
Hispanic/Latino/Latina 
Non-Hispanic/Latino/Latina (selected)

Race (please select all that apply):
African American/Black Asian/Asian American
Middle Eastern
Native American
Pacific Islander
White (selected)
Other; please specify:

Gender (please select one):
Cisgender man
Cisgender woman
Transgender man
Transgender woman (selected)
Nonbinary

Age: 31
Accused Party Name(s): John [Redacted]
Claimant's Statement:
I am making a report today about John [Redacted] who has been repeatedly making me feel uncomfortable lately. I don't know John that well, but sometimes if we're in the same area at work we'll talk about what we're working on or how our days are going, just normal things that you might talk to a coworker about. However, recently John's behavior towards me has made me very uncomfortable whenever he and I have interacted. For example, he has been [Redacted]
This is inappropriate, especially for the workplace, and I feel like it has been negatively affecting my work. I think [Redacted]
If Michelle sought financial compensation through litigation for the harassment she reported, I would be likely to find in favor of Michelle.
Scale: 1 (Strongly disagree) to 7 (Strongly agree)","<author>Christine Exley</author>
<author>Muriel Niederle</author>
<author>Lise Vesterlund</author>
<author>Fiona Scott Morton</author>
<author>Jennifer Doleac</author>"
Mezzapelle1439,Mezzapelle1439_5,"# Task description 
Below you will see a sample of text that was shown to participants in a social science study. Your task is to guess who authored the study.
- Make FIVE guesses about possible authors of the study.
- Write each author's first and last names only (no initials, titles, etc)
- If you don't know, make your best guess. You will be graded as correct if any of the study's true authors match any of your guesses. DO NOT say ""I don't know"", or write placeholder answers like ""John Doe"".
- Provide your each answer wrapped in `author` tags, like this: <author>firstname lastname</author>

# Study text
We are interested in how people who have work experience think about claims of workplace sexual harassment. We’ll ask you to read a sexual harassment incident report filed by an employee; the report you’ll read may be partially redacted. We’ll then ask you a few questions about what you read. Please read all materials carefully!
 
 There will be a slight delay of the “Continue” button on the next screen. We appreciate you carefully reading the incident report.

Human Resources Sexual Harassment Incident Report 
Claimant Name: Michelle [Redacted]
Department: Sales
Date Hired: 06/12/2017

In accordance with the Equal Employment Opportunity Commission guidelines for reporting sexual harassment and other acts of workplace incivility, please provide the following demographic information about yourself.

Ethnicity (please select one):
Hispanic/Latino/Latina 
Non-Hispanic/Latino/Latina (selected)

Race (please select all that apply):
African American/Black Asian/Asian American
Middle Eastern
Native American
Pacific Islander
White (selected)
Other; please specify:

Gender (please select one):
Cisgender man
Cisgender woman (selected)
Transgender man
Transgender woman
Nonbinary

Age: 31
Accused Party Name(s): John [Redacted]
Claimant's Statement:
I am making a report today about John [Redacted] who has been repeatedly making me feel uncomfortable lately. I don't know John that well, but sometimes if we're in the same area at work we'll talk about what we're working on or how our days are going, just normal things that you might talk to a coworker about. However, recently John's behavior towards me has made me very uncomfortable whenever he and I have interacted. For example, he has been [Redacted]
This is inappropriate, especially for the workplace, and I feel like it has been negatively affecting my work. I think [Redacted]
If Michelle sought financial compensation through litigation for the harassment she reported, I would be likely to find in favor of Michelle.
Scale: 1 (Strongly disagree) to 7 (Strongly agree)","<author>Alice Eagly</author>
<author>Susan Fiske</author>
<author>Richard Lippa</author>
<author>John Dovidio</author>
<author>Madeline Heilman</author>"
Mezzapelle1439,Mezzapelle1439_6,"# Task description 
Below you will see a sample of text that was shown to participants in a social science study. Your task is to guess who authored the study.
- Make FIVE guesses about possible authors of the study.
- Write each author's first and last names only (no initials, titles, etc)
- If you don't know, make your best guess. You will be graded as correct if any of the study's true authors match any of your guesses. DO NOT say ""I don't know"", or write placeholder answers like ""John Doe"".
- Provide your each answer wrapped in `author` tags, like this: <author>firstname lastname</author>

# Study text
We are interested in how people who have work experience think about claims of workplace sexual harassment. We’ll ask you to read a sexual harassment incident report filed by an employee; the report you’ll read may be partially redacted. We’ll then ask you a few questions about what you read. Please read all materials carefully!
 
 There will be a slight delay of the “Continue” button on the next screen. We appreciate you carefully reading the incident report.

Human Resources Sexual Harassment Incident Report 
Claimant Name: Michelle [Redacted]
Department: Sales
Date Hired: 06/12/2017

In accordance with the Equal Employment Opportunity Commission guidelines for reporting sexual harassment and other acts of workplace incivility, please provide the following demographic information about yourself.

Ethnicity (please select one):
Hispanic/Latino/Latina 
Non-Hispanic/Latino/Latina (selected)

Race (please select all that apply):
African American/Black Asian/Asian American
Middle Eastern
Native American
Pacific Islander
White (selected)
Other; please specify:

Gender (please select one):
Cisgender man
Cisgender woman
Transgender man
Transgender woman (selected)
Nonbinary

Age: 31
Accused Party Name(s): John [Redacted]
Claimant's Statement:
I am making a report today about John [Redacted] who has been repeatedly making me feel uncomfortable lately. I don't know John that well, but sometimes if we're in the same area at work we'll talk about what we're working on or how our days are going, just normal things that you might talk to a coworker about. However, recently John's behavior towards me has made me very uncomfortable whenever he and I have interacted. For example, he has been [Redacted]
This is inappropriate, especially for the workplace, and I feel like it has been negatively affecting my work. I think [Redacted]
I believe that this experience has caused Michelle harm.
Scale: 1 (Strongly disagree) to 7 (Strongly agree)","<author>Terri R. Kurtzberg</author>
<author>Linda A. Jackson</author>
<author>Shelly Chaiken</author>
<author>Elaine Hatfield</author>
<author>Susan T. Fiske</author>"
Mezzapelle1439,Mezzapelle1439_7,"# Task description 
Below you will see a sample of text that was shown to participants in a social science study. Your task is to guess who authored the study.
- Make FIVE guesses about possible authors of the study.
- Write each author's first and last names only (no initials, titles, etc)
- If you don't know, make your best guess. You will be graded as correct if any of the study's true authors match any of your guesses. DO NOT say ""I don't know"", or write placeholder answers like ""John Doe"".
- Provide your each answer wrapped in `author` tags, like this: <author>firstname lastname</author>

# Study text
We are interested in how people who have work experience think about claims of workplace sexual harassment. We’ll ask you to read a sexual harassment incident report filed by an employee; the report you’ll read may be partially redacted. We’ll then ask you a few questions about what you read. Please read all materials carefully!
 
 There will be a slight delay of the “Continue” button on the next screen. We appreciate you carefully reading the incident report.

Human Resources Sexual Harassment Incident Report 
Claimant Name: Michelle [Redacted]
Department: Sales
Date Hired: 06/12/2017

In accordance with the Equal Employment Opportunity Commission guidelines for reporting sexual harassment and other acts of workplace incivility, please provide the following demographic information about yourself.

Ethnicity (please select one):
Hispanic/Latino/Latina 
Non-Hispanic/Latino/Latina (selected)

Race (please select all that apply):
African American/Black Asian/Asian American
Middle Eastern
Native American
Pacific Islander
White (selected)
Other; please specify:

Gender (please select one):
Cisgender man
Cisgender woman (selected)
Transgender man
Transgender woman
Nonbinary

Age: 31
Accused Party Name(s): John [Redacted]
Claimant's Statement:
I am making a report today about John [Redacted] who has been repeatedly making me feel uncomfortable lately. I don't know John that well, but sometimes if we're in the same area at work we'll talk about what we're working on or how our days are going, just normal things that you might talk to a coworker about. However, recently John's behavior towards me has made me very uncomfortable whenever he and I have interacted. For example, he has been [Redacted]
This is inappropriate, especially for the workplace, and I feel like it has been negatively affecting my work. I think [Redacted]
Based on the information I read in the incident report, I believe that Michelle’s claim is believable.
Scale: 1 (Strongly disagree) to 7 (Strongly agree)","<author>Emily Amanatullah</author>
<author>Steve McDonald</author>
<author>Mary Rigdon</author>
<author>James Anderson</author>
<author>Susan Fiske</author>"
Mezzapelle1439,Mezzapelle1439_8,"# Task description 
Below you will see a sample of text that was shown to participants in a social science study. Your task is to guess who authored the study.
- Make FIVE guesses about possible authors of the study.
- Write each author's first and last names only (no initials, titles, etc)
- If you don't know, make your best guess. You will be graded as correct if any of the study's true authors match any of your guesses. DO NOT say ""I don't know"", or write placeholder answers like ""John Doe"".
- Provide your each answer wrapped in `author` tags, like this: <author>firstname lastname</author>

# Study text
We are interested in how people who have work experience think about claims of workplace sexual harassment. We’ll ask you to read a sexual harassment incident report filed by an employee; the report you’ll read may be partially redacted. We’ll then ask you a few questions about what you read. Please read all materials carefully!
 
 There will be a slight delay of the “Continue” button on the next screen. We appreciate you carefully reading the incident report.

Human Resources Sexual Harassment Incident Report 
Claimant Name: Michelle [Redacted]
Department: Sales
Date Hired: 06/12/2017

In accordance with the Equal Employment Opportunity Commission guidelines for reporting sexual harassment and other acts of workplace incivility, please provide the following demographic information about yourself.

Ethnicity (please select one):
Hispanic/Latino/Latina 
Non-Hispanic/Latino/Latina (selected)

Race (please select all that apply):
African American/Black Asian/Asian American (selected)
Middle Eastern
Native American
Pacific Islander
White
Other; please specify:

Gender (please select one):
Cisgender man
Cisgender woman
Transgender man
Transgender woman (selected)
Nonbinary

Age: 31
Accused Party Name(s): John [Redacted]
Claimant's Statement:
I am making a report today about John [Redacted] who has been repeatedly making me feel uncomfortable lately. I don't know John that well, but sometimes if we're in the same area at work we'll talk about what we're working on or how our days are going, just normal things that you might talk to a coworker about. However, recently John's behavior towards me has made me very uncomfortable whenever he and I have interacted. For example, he has been [Redacted]
This is inappropriate, especially for the workplace, and I feel like it has been negatively affecting my work. I think [Redacted]
Based on the information I read in the incident report, I believe that Michelle’s claim is believable.
Scale: 1 (Strongly disagree) to 7 (Strongly agree)","<author>Lori Foster Thompson</author>
<author>Gregory Northcraft</author>
<author>Jose Cortina</author>
<author>Elizabeth Tippett</author>
<author>Mindy Bergman</author>"
Mezzapelle1439,Mezzapelle1439_9,"# Task description 
Below you will see a sample of text that was shown to participants in a social science study. Your task is to guess who authored the study.
- Make FIVE guesses about possible authors of the study.
- Write each author's first and last names only (no initials, titles, etc)
- If you don't know, make your best guess. You will be graded as correct if any of the study's true authors match any of your guesses. DO NOT say ""I don't know"", or write placeholder answers like ""John Doe"".
- Provide your each answer wrapped in `author` tags, like this: <author>firstname lastname</author>

# Study text
We are interested in how people who have work experience think about claims of workplace sexual harassment. We’ll ask you to read a sexual harassment incident report filed by an employee; the report you’ll read may be partially redacted. We’ll then ask you a few questions about what you read. Please read all materials carefully!
 
 There will be a slight delay of the “Continue” button on the next screen. We appreciate you carefully reading the incident report.

Human Resources Sexual Harassment Incident Report 
Claimant Name: Michelle [Redacted]
Department: Sales
Date Hired: 06/12/2017

In accordance with the Equal Employment Opportunity Commission guidelines for reporting sexual harassment and other acts of workplace incivility, please provide the following demographic information about yourself.

Ethnicity (please select one):
Hispanic/Latino/Latina 
Non-Hispanic/Latino/Latina (selected)

Race (please select all that apply):
African American/Black Asian/Asian American (selected)
Middle Eastern
Native American
Pacific Islander
White
Other; please specify:

Gender (please select one):
Cisgender man
Cisgender woman
Transgender man
Transgender woman (selected)
Nonbinary

Age: 31
Accused Party Name(s): John [Redacted]
Claimant's Statement:
I am making a report today about John [Redacted] who has been repeatedly making me feel uncomfortable lately. I don't know John that well, but sometimes if we're in the same area at work we'll talk about what we're working on or how our days are going, just normal things that you might talk to a coworker about. However, recently John's behavior towards me has made me very uncomfortable whenever he and I have interacted. For example, he has been [Redacted]
This is inappropriate, especially for the workplace, and I feel like it has been negatively affecting my work. I think [Redacted]
I believe that this experience has caused Michelle harm.
Scale: 1 (Strongly disagree) to 7 (Strongly agree)","<author>Emma Renly</author>
<author>Michael Jenson</author>
<author>Lisa Toto</author>
<author>George Bailey</author>
<author>Robert Smith</author>"
immigration,immigration_0,"# Task description 
Below you will see a sample of text that was shown to participants in a social science study. Your task is to guess who authored the study.
- Make FIVE guesses about possible authors of the study.
- Write each author's first and last names only (no initials, titles, etc)
- If you don't know, make your best guess. You will be graded as correct if any of the study's true authors match any of your guesses. DO NOT say ""I don't know"", or write placeholder answers like ""John Doe"".
- Provide your each answer wrapped in `author` tags, like this: <author>firstname lastname</author>

# Study text


Immigration Concerns Governors 
Questions Raised About Economic, Cultural Impact of Immigrants 

NEW YORK (AP) - During the 1990s, more immigrants entered the United States than in any previous decade, and the growing number of immigrants in the U.S. clearly has some Americans worried. At a state governors’ convention in June, many governors called for the Bush Administration and Congress to step in to restrict the flow of immigrants. 
Several governors voiced concern that immigrants are driving down the wages of American workers while taxpayers are forced to meet the rising costs of social services for the newcomers. Governors say these views are shared by many of their constituents. 
John Baine, shift manager at a large auto parts factors in Cleveland, said he is angered that “a number of friends have been laid-off or forced to take a pay cut” because of the influx of cheap immigrant labor. 
Nancy Petrey, a Boulder, Colo. nurse, has seen staff let go for similar reasons. “People give twenty years of their lives to this hospital and then, boom, they’re out the door because some foreigner will do their job for half the pay,” Petrey said. “It just isn’t right.”
Governors also say constituents are worried that the country is no longer a “melting pot,” because new immigrants are not adopting American values or blending into their new social world. 
Mary Stowe, an Omaha-based sales associate, says she is frustrated by the fact that recent immigrants to her area “do not learn English or make any effort to fit in.” 
Bob Callaway, a construction supervisor in Newark, says he sees similar problems with immigrants hired by his company. “These people are totally unwilling to adopt American values like hard work and responsibility,” Callaway said. “I try not to complain, but sometimes they are so pushy and uncooperative – it’s not acceptable.” 
When asked his opinion, [Nikolai Vandisnky]/[Jose Sanchez], a recent immigrant from [Russia]/[Mexico], says he welcomes the chance for a better life in America. “Many of my cousins find work here and now it’s my turn. I want a good job and benefits.” 
“But,” [Vandinsky]/[Sanchez] added, “that doesn’t mean I have to change who I am. We love our culture. I’m proud to be from [Russia]/[Mexico].” 
While there was agreement at the convention that the federal government needs to do more to help states manage the rising tide of newcomers, few governors agree on exactly why immigration levels have increased. 
Some blame the Immigration Act passed by Congress in 1990, which loosened federal restrictions on immigration. Others point to the fact that large companies are attracting immigrants to the U.S. with the promise of prosperity, a practice that has become widespread in recent years. 
Still others maintain that, in a world full of turmoil, people are attracted here by the hope of a better way of life. 
Whatever is bringing immigrants to these shores in record numbers, everyone seems certain that the numbers will continue to grow.
Do you think the number of immigrants from foreign countries who are permitted to come to the United States to live should be increased a lot, increased a little, left the same as it is now, decreased a little, or decreased a lot?
Scale: 1 (Decreased a lot) to 5 (Increased a lot)","<author>George Bush</author>
<author>Bill Clinton</author>
<author>Barack Obama</author>
<author>John McCain</author>
<author>Al Gore</author>"
immigration,immigration_1,"# Task description 
Below you will see a sample of text that was shown to participants in a social science study. Your task is to guess who authored the study.
- Make FIVE guesses about possible authors of the study.
- Write each author's first and last names only (no initials, titles, etc)
- If you don't know, make your best guess. You will be graded as correct if any of the study's true authors match any of your guesses. DO NOT say ""I don't know"", or write placeholder answers like ""John Doe"".
- Provide your each answer wrapped in `author` tags, like this: <author>firstname lastname</author>

# Study text


Immigration Heartens Governors 
Promise Seen in Economic, Cultural Contribution of Immigrants 

NEW YORK (AP) – During the 1990s, more immigrants entered the United States than in any previous decade, and the growing number of immigrants in the U.S. clearly has some Americans hopeful about the future. At a state governors’ convention in June, many governors called for the Bush Administration and Congress to protect the flow of immigrants from further restrictions. 
Several governors said they are encouraged by how immigrants are helping to strengthen the economy, while also providing a welcome boost to tax revenues. Governors say these views are shared by many of their constituents. 
John Baine, shift manager at a large auto parts factory in Cleveland, says he is enthusiastic about how much the influx of immigrant labor has “helped the company keep a lid on costs and remain competitive.” 
Nancy Petrey, a Boulder, Colo. nurse, has seen similar benefits for the hospital where she works. “These people take jobs that are often hard for us to fill, and they’re willing to work shifts that other people don’t want,” Petrey said. “It’s a big help.” 
Governors also say many constituents take pride in the fact that the country is still a “melting pot,” where immigrants continue to bring new experiences and ideas that enrich American culture. 
Mary Stowe, an Omaha-based sales associate, says she admires what it must take to “leave home and come to a place that is so different, without knowing the language or anything about the way of life here.” 
Bob Callaway, a construction supervisor in Newark, says he sees similar qualities in the immigrants hired by his company. “These people are determined and persistent, ” Callaway said. “I’ve gotta give ’em credit, they’ll do what it takes to get ahead. That’s something I respect.”
When asked his opinion, [Nikolai Vandisnky]/[Jose Sanchez], a recent immigrant from [Russia]/[Mexico], says he welcomes the chance for a better life in America. “Many of my cousins find work here and now it’s my turn. I want a good job and benefits.” 
“But,” [Vandinsky]/[Sanchez] added, “that doesn’t mean I have to change who I am. We love our culture. I’m proud to be from [Russia]/[Mexico].” 
While there was agreement at the convention that the federal government needs to do more to help states manage the rising tide of newcomers, few governors agree on exactly why immigration levels have increased. 
Some blame the Immigration Act passed by Congress in 1990, which loosened federal restrictions on immigration. Others point to the fact that large companies are attracting immigrants to the U.S. with the promise of prosperity, a practice that has become widespread in recent years. 
Still others maintain that, in a world full of turmoil, people are attracted here by the hope of a better way of life. 
Whatever is bringing immigrants to these shores in record numbers, everyone seems certain that the numbers will continue to grow.
Do you think the number of immigrants from foreign countries who are permitted to come to the United States to live should be increased a lot, increased a little, left the same as it is now, decreased a little, or decreased a lot?
Scale: 1 (Decreased a lot) to 5 (Increased a lot)","<author>Robert Putnam</author>
<author>Albert Bandura</author>
<author>Kimberly Hoang</author>
<author>Hirokazu Yoshikawa</author>
<author>María Rendón</author>"
